id,title,first_author,authors,year,primary_area,subcategory,discovery_topics,venue_from_source,journal_reference_from_source,arxiv_id,doi,opened_url,verification_status,review_decision,review_note,review_level,full_text_review,opened_at_utc,evidence_json,discovery_urls,metadata_correction_note
P0034,On Randomness in Agentic Evals,"Bjarnason, Bjarni Haukur","Bjarnason, Bjarni Haukur | Silva, André | Monperrus, Martin",2026,Environment,交互环境与评测基准,Harness 综述与相关,arXiv (preprint repository; acceptance not inferred),,2602.07150,,https://arxiv.org/abs/2602.07150,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:12.539023+00:00,evidence/ffdc10fb83c5993b1959.json,local:环境坐标空间-综述与提案-v3.0.md#reference-81,
P0035,OrchBench: Evaluating Multi-Agent Orchestration Plans in Isolation via Deterministic Simulation,"Ren, Zhenzhen","Ren, Zhenzhen | He, Jiyan | Zhang, Xinpeng | Qian, Zhenxing | Han, Ke | Zheng, Shuxin | Li, GuoBiao | Zhang, Xiaoqing",2026,Environment,交互环境与评测基准,multi_agent_coordination,arXiv (preprint repository; acceptance not inferred),,2607.25656,,https://arxiv.org/abs/2607.25656,verified_metadata,keep_relevant,摘要讨论代理间角色、通信、协作、编排或故障，可用于多代理控制层分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:03:52.491597+00:00,evidence/c9f42c6d2de0758f2711.json,https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0036,SkillsBench: Benchmarking How Well Agent Skills Work Across Diverse Tasks,"Li, Xiangyi","Li, Xiangyi | Liu, Yimin | Chen, Wenbo | You, Bingran | Di, Zonglin | He, Yifeng | Zheng, Shenghan | Choe, Kyoung Whan | Sun, Jiankai | Wang, Shuyi | Tao, Chujun | Li, Binxu | Zhao, Xuandong | Geng, Hejia | Wu, Xiaojun | Zhou, Junwei | Chen, Xiaokun | Xing, Hanwen | Li, Yubo | Zeng, Qunhong | Wang, Di | Wang, Yuanli | Chaim, Roey Ben | Jiang, Penghao | Shen, Haotian | Kong, Luyang | Liu, Xinyi | Wang, Runhui | Liu, Xuanqing | Li, Jiachen | Lan, Xin | Lin, Yueqian | Ye, Wengao | He, Junwei | Li, Songlin | Zhang, Yue | Gao, Yipeng | Li, Yijiang | Ma, Ze | Jing, Liqiang | Wang, Tianyu | Li, Kaixin | Xue, Yiqi | Lyu, Haoran | He, Yizhuo | Tian, Yuchen | Wu, Shutong | Wang, Bowei | Gao, Yixuan | Chen, Bo | Liu, Litong | Cheng, Sikai | Bao, Jiajun | Tong, Shuaicheng | Xu, Shuwen | Zhuo, Terry Yue | Ye, Tinghan | Qi, Qi | Li, Miao | Liao, Longtai | Tan, Zelin | Shi, Chang | Tang, Xilin | Tankasala, Srinath | Yuan, Boqin | Qian, Yaoyao | Tu, Jianhong | Wang, Chenguang | Sun, Yizhou | Wang, Wei | Taylor, Aaron | Yang, Ziyue | Guan, Changkun | Dong, Zhikang | Zhang, Xinyu | Dillmann, Steven | Lee, Han-chung | Song, Dawn",2026,Environment,交互环境与评测基准,memory_and_context,arXiv (preprint repository; acceptance not inferred),,2602.12670,,https://arxiv.org/abs/2602.12670,verified_metadata,keep_relevant,摘要讨论状态/经验的保存、检索、压缩、更新或上下文管理，可用于代理记忆与上下文组件分类。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:40.929486+00:00,evidence/1743f5a55252375aa75b.json,https://github.com/Gloriaameng/Awesome-Agent-Harness,
P0037,"Terminal-Bench: Benchmarking Agents on Hard, Realistic Tasks in Command Line Interfaces","Merrill, Mike A.","Merrill, Mike A. | Shaw, Alexander G. | Carlini, Nicholas | Li, Boxuan | Raj, Harsh | Bercovich, Ivan | Shi, Lin | Shin, Jeong Yeon | Walshe, Thomas | Buchanan, E. Kelly | Shen, Junhong | Ye, Guanghao | Lin, Haowei | Poulos, Jason | Wang, Maoyu | Nezhurina, Marianna | Jitsev, Jenia | Lu, Di | Mastromichalakis, Orfeas Menis | Xu, Zhiwei | Chen, Zizhao | Liu, Yue | Zhang, Robert | Chen, Leon Liangyu | Kashyap, Anurag | Uslu, Jan-Lucas | Li, Jeffrey | Wu, Jianbo | Yan, Minghao | Bian, Song | Sharma, Vedang | Sun, Ke | Dillmann, Steven | Anand, Akshay | Lanpouthakoun, Andrew | Koopah, Bardia | Hu, Changran | Guha, Etash | Dreiman, Gabriel H. S. | Zhu, Jiacheng | Krauth, Karl | Zhong, Li | Muennighoff, Niklas | Amanfu, Robert | Tan, Shangyin | Pimpalgaonkar, Shreyas | Aggarwal, Tushar | Lin, Xiangning | Lan, Xin | Zhao, Xuandong | Liang, Yiqing | Wang, Yuanli | Wang, Zilong | Zhou, Changzhi | Heineman, David | Liu, Hange | Trivedi, Harsh | Yang, John | Lin, Junhong | Shetty, Manish | Yang, Michael | Omi, Nabil | Raoof, Negin | Li, Shanda | Zhuo, Terry Yue | Lin, Wuwei | Dai, Yiwei | Wang, Yuxin | Chai, Wenhao | Zhou, Shang | Wahdany, Dariush | She, Ziyu | Hu, Jiaming | Dong, Zhikang | Zhu, Yuxuan | Cui, Sasha | Saiyed, Ahson | Kolbeinsson, Arinbjörn | Hu, Jesse | Rytting, Christopher Michael | Marten, Ryan | Wang, Yixin | Dimakis, Alex | Konwinski, Andy | Schmidt, Ludwig",2026,Environment,交互环境与评测基准,Agent benchmark | Interactive agent benchmarks/tool/code/enterprise environments,arXiv (preprint repository; acceptance not inferred),,2601.11868,,https://arxiv.org/abs/2601.11868,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:25.558188+00:00,evidence/f6aa42bfdc1aff6ba2ca.json,https://arxiv.org/html/2606.12191v1 | local:环境坐标空间-综述与提案-v3.0.md#reference-4,
P0038,$\tau^2$-Bench: Evaluating Conversational Agents in a Dual-Control Environment,"Barres, Victor","Barres, Victor | Dong, Honghua | Ray, Soham | Si, Xujie | Narasimhan, Karthik",2025,Environment,交互环境与评测基准,Interactive agent benchmarks/tool/code/enterprise environments,arXiv (preprint repository; acceptance not inferred),,2506.07982,,https://arxiv.org/abs/2506.07982,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:53:07.034112+00:00,evidence/211519bc7f71ac49c7ec.json,https://arxiv.org/html/2606.12191v1,
P0039,ACEBench: A Comprehensive Evaluation of LLM Tool Usage,Chen Chen,Chen Chen | Xinlong Hao | Weiwen Liu | Xu Huang | Xingshan Zeng | Shuai Yu | Dexun Li | Yuefeng Huang | Xiangcheng Liu | Wang Xinzhi | Wu Liu,2025,Environment,交互环境与评测基准,Interactive agent benchmarks/tool/code/enterprise environments,Findings of the Association for Computational Linguistics: EMNLP 2025,,,10.18653/v1/2025.findings-emnlp.697,https://aclanthology.org/2025.findings-emnlp.697/,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:54:16.572095+00:00,evidence/ae44c4a16d8cb9be83a1.json,https://arxiv.org/html/2606.12191v1,
P0040,An Illusion of Progress? Assessing the Current State of Web Agents,"Xue, Tianci","Xue, Tianci | Qi, Weijian | Shi, Tianneng | Song, Chan Hee | Gou, Boyu | Song, Dawn | Sun, Huan | Su, Yu",2025,Environment,交互环境与评测基准,GUI/web/mobile/OS interactive environments,arXiv (preprint repository; acceptance not inferred),COLM 2025,2504.01382,,https://arxiv.org/abs/2504.01382,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:54:08.473048+00:00,evidence/bb7aeceaf035d08c3d5f.json,https://arxiv.org/html/2606.12191v1,
P0041,BixBench: a Comprehensive Benchmark for LLM-based Agents in Computational Biology,"Mitchener, Ludovico","Mitchener, Ludovico | Laurent, Jon M | Andonian, Alex | Tenmann, Benjamin | Narayanan, Siddharth | Wellawatte, Geemi P | White, Andrew | Sani, Lorenzo | Rodriques, Samuel G",2025,Environment,交互环境与评测基准,Interactive agent benchmarks/tool/code/enterprise environments,arXiv (preprint repository; acceptance not inferred),,2503.00096,,https://arxiv.org/abs/2503.00096,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:54:21.786656+00:00,evidence/3c2a6b276b65d241b192.json,https://arxiv.org/html/2606.12191v1,
P0042,BrowseComp-ZH: Benchmarking Web Browsing Ability of Large Language Models in Chinese,"Zhou, Peilin","Zhou, Peilin | Leon, Bruce | Ying, Xiang | Zhang, Can | Shao, Yifan | Ye, Qichen | Chong, Dading | Jin, Zhiling | Xie, Chenxuan | Cao, Meng | Gu, Yuxin | Hong, Sixin | Ren, Jing | Chen, Jian | Liu, Chao | Hua, Yining",2025,Environment,交互环境与评测基准,Research/search interactive environments,arXiv (preprint repository; acceptance not inferred),,2504.19314,,https://arxiv.org/abs/2504.19314,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:38.803270+00:00,evidence/5863929d8ff08ccad1bc.json,https://arxiv.org/html/2606.12191v1,
P0043,BrowseComp: A Simple Yet Challenging Benchmark for Browsing Agents,"Wei, Jason","Wei, Jason | Sun, Zhiqing | Papay, Spencer | McKinney, Scott | Han, Jeffrey | Fulford, Isa | Chung, Hyung Won | Passos, Alex Tachard | Fedus, William | Glaese, Amelia",2025,Environment,交互环境与评测基准,Research/search interactive environments,arXiv (preprint repository; acceptance not inferred),,2504.12516,,https://arxiv.org/abs/2504.12516,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:18.478078+00:00,evidence/075bea511496edda1b9c.json,https://arxiv.org/html/2606.12191v1,
P0044,CRMArena-Pro: Holistic Assessment of LLM Agents Across Diverse Business Scenarios and Interactions,"Huang, Kung-Hsiang","Huang, Kung-Hsiang | Prabhakar, Akshara | Thorat, Onkar | Agarwal, Divyansh | Choubey, Prafulla Kumar | Mao, Yixin | Savarese, Silvio | Xiong, Caiming | Wu, Chien-Sheng",2025,Environment,交互环境与评测基准,Interactive agent benchmarks/tool/code/enterprise environments,arXiv (preprint repository; acceptance not inferred),,2505.18878,,https://arxiv.org/abs/2505.18878,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:54:22.462761+00:00,evidence/230f7252e17e8c0aace0.json,https://arxiv.org/html/2606.12191v1,
P0045,CSR-Bench: Benchmarking LLM Agents in Deployment of Computer Science Research Repositories,"Xiao, Yijia","Xiao, Yijia | Wang, Runhui | Kong, Luyang | Golac, Davor | Wang, Wei",2025,Environment,交互环境与评测基准,Interactive agent benchmarks/tool/code/enterprise environments,arXiv (preprint repository; acceptance not inferred),,2502.06111,,https://arxiv.org/abs/2502.06111,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:02:38.246397+00:00,evidence/58e4cf42a6c35e276019.json,https://arxiv.org/abs/2502.06111,
P0046,Characterizing Deep Research: A Benchmark and Formal Definition,"Java, Abhinav","Java, Abhinav | Khandelwal, Ashmit | Midigeshi, Sukruta | Halfaker, Aaron | Deshpande, Amit | Goyal, Navin | Gupta, Ankur | Natarajan, Nagarajan | Sharma, Amit",2025,Environment,交互环境与评测基准,Research/search interactive environments,arXiv (preprint repository; acceptance not inferred),,2508.04183,,https://arxiv.org/abs/2508.04183,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:39.055845+00:00,evidence/468a86046cd04a02ab56.json,https://arxiv.org/html/2606.12191v1,
P0047,Collab-Overcooked: Benchmarking and Evaluating Large Language Models as Collaborative Agents,Haochen Sun,Haochen Sun | Shuwen Zhang | Lujie Niu | Lei Ren | Hao Xu | Hao Fu | Fangkun Zhao | Caixia Yuan | Xiaojie Wang,2025,Environment,交互环境与评测基准,Embodied/game/simulation environments,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,,,10.18653/v1/2025.emnlp-main.249,https://aclanthology.org/2025.emnlp-main.249/,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:53:03.277725+00:00,evidence/84f087b6556b92fa00f3.json,https://arxiv.org/html/2606.12191v1,
P0048,DSGBench: A Diverse Strategic Game Benchmark for Evaluating LLM-based Agents in Complex Decision-Making Environments,"Tang, Wenjie","Tang, Wenjie | Zhou, Yuan | Xu, Erqiang | Cheng, Keyan | Li, Minne | Xiao, Liquan",2025,Environment,交互环境与评测基准,Embodied/game/simulation environments,arXiv (preprint repository; acceptance not inferred),,2503.06047,,https://arxiv.org/abs/2503.06047,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:54:13.895435+00:00,evidence/70079aae13042b41de24.json,https://arxiv.org/html/2606.12191v1,
P0049,DeepResearch Bench: A Comprehensive Benchmark for Deep Research Agents,"Du, Mingxuan","Du, Mingxuan | Xu, Benfeng | Zhu, Chiwei | Wang, Xiaorui | Mao, Zhendong",2025,Environment,交互环境与评测基准,Research/search interactive environments,arXiv (preprint repository; acceptance not inferred),,2506.11763,,https://arxiv.org/abs/2506.11763,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:40.479681+00:00,evidence/710741da5f46e2597cd3.json,https://arxiv.org/html/2606.12191v1,
P0050,"DeepResearchGym: A Free, Transparent, and Reproducible Evaluation Sandbox for Deep Research","Coelho, João","Coelho, João | Ning, Jingjie | He, Jingyuan | Mao, Kangrui | Paladugu, Abhijay | Setlur, Pranav | Jin, Jiahe | Callan, Jamie | Magalhães, João | Martins, Bruno | Xiong, Chenyan",2025,Environment,交互环境与评测基准,Research/search interactive environments,arXiv (preprint repository; acceptance not inferred),,2505.19253,,https://arxiv.org/abs/2505.19253,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:42.417946+00:00,evidence/e121f7b8d4fc4c5d88d8.json,https://arxiv.org/html/2606.12191v1,
P0051,"Dr. Bench: A Multidimensional Evaluation for Deep Research Agents, from Answers to Reports","Yao, Yang","Yao, Yang | Wang, Yixu | Zhang, Yuxuan | Lu, Yi | Gu, Tianle | Li, Lingyu | Zhao, Dingyi | Wu, Keming | Wang, Haozhe | Nie, Ping | Teng, Yan | Wang, Yingchun",2025,Environment,交互环境与评测基准,Research/search interactive environments,arXiv (preprint repository; acceptance not inferred),,2510.02190,,https://arxiv.org/abs/2510.02190,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:41.074843+00:00,evidence/746207c06fb99f53c487.json,https://arxiv.org/html/2606.12191v1,
